CMS Certification Number (CCN),Provider Name,Provider Address,City/Town,State,ZIP Code,Location,Processing Date,email
065232,ATLAS POST ACUTE,2611 JONES AVE,PUEBLO,CO,81004,"2611 JONES AVE,PUEBLO,CO,81004",2026-04-01,phpprcontactus@providence.org
065233,HALLMARK NURSING CENTER,3701 W RADCLIFF AVE,DENVER,CO,80236,"3701 W RADCLIFF AVE,DENVER,CO,80236",2026-04-01,"consumerfeedback@aplaceformom.com,meg@soignenashville.com"
065237,HERITAGE PARK CARE CENTER,1200 VILLAGE RD,CARBONDALE,CO,81623,"1200 VILLAGE RD,CARBONDALE,CO,81623",2026-04-01,monte_jones@lcca.com
065240,BRIGHTON CARE CENTER,2025 E EGBERT ST,BRIGHTON,CO,80601,"2025 E EGBERT ST,BRIGHTON,CO,80601",2026-04-01,contact-brighton@ensignservices.net
065242,BROOKSHIRE POST ACUTE,4660 E ASBURY CIR,DENVER,CO,80222,"4660 E ASBURY CIR,DENVER,CO,80222",2026-04-01,"meg@soignenashville.com,phpprcontactus@providence.org"
065243,DURANGO HEALTH AND REHABILITATION,2911 JUNCTION ST,DURANGO,CO,81301,"2911 JUNCTION ST,DURANGO,CO,81301",2026-04-01,"contact-durango@ensignservices.net,phpprcontactus@providence.org"
065248,OAKWOOD CARE AND REHABILITATION,5301 W 1ST AVE,LAKEWOOD,CO,80226,"5301 W 1ST AVE,LAKEWOOD,CO,80226",2026-04-01,contact-oakwood@ensignservices.net
065250,SKYLINE RIDGE NURSING & REHABILITATION CENTER,515 FAIRVIEW ST,CANON CITY,CO,81212,"515 FAIRVIEW ST,CANON CITY,CO,81212",2026-04-01,consumerfeedback@aplaceformom.com
065256,HIGHLINE POST ACUTE,6060 E ILIFF AVE,DENVER,CO,80222,"6060 E ILIFF AVE,DENVER,CO,80222",2026-04-01,meg@soignenashville.com
065259,ORCHARD PARK HEALTH CARE CENTER,6005 S HOLLY ST,LITTLETON,CO,80121,"6005 S HOLLY ST,LITTLETON,CO,80121",2026-04-01,tsylvain@orchardparkhealthcare.com
065265,BERTHOUD CARE AND REHABILITATION,855 FRANKLIN AVE,BERTHOUD,CO,80513,"855 FRANKLIN AVE,BERTHOUD,CO,80513",2026-04-01,phpprcontactus@providence.org
065272,SIERRA POST ACUTE,1432 DEPEW ST,LAKEWOOD,CO,80214,"1432 DEPEW ST,LAKEWOOD,CO,80214",2026-04-01,meg@soignenashville.com
065273,LAKESIDE POST ACUTE,6270 W 38TH AVE,WHEAT RIDGE,CO,80033,"6270 W 38TH AVE,WHEAT RIDGE,CO,80033",2026-04-01,meg@soignenashville.com
065274,WESTWOOD POST ACUTE,3185 W ARKANSAS AVE,DENVER,CO,80219,"3185 W ARKANSAS AVE,DENVER,CO,80219",2026-04-01,"adriana.garicia@westwoodpost.com,areaagencyonaging@drcog.org"
065282,LIFE CARE CENTER OF LONGMONT,2451 PRATT ST,LONGMONT,CO,80501,"2451 PRATT ST,LONGMONT,CO,80501",2026-04-01,"stephanie_dunn@lcca.com,john_doe@lcca.com"
065283,RIDGEVIEW POST ACUTE,5230 E 66TH WAY,COMMERCE CITY,CO,80022,"5230 E 66TH WAY,COMMERCE CITY,CO,80022",2026-04-01,contact-ridgeview@ensignservices.net
065284,GRACE MANOR CARE CENTER,465 5TH ST,BURLINGTON,CO,80807,"465 5TH ST,BURLINGTON,CO,80807",2026-04-01,"info@gracemanorcarecenter.com,nrupp@gracemanorcarecenter.com"
065290,CRESTMOOR CARE CENTER,895 S MONACO PKWY,DENVER,CO,80224,"895 S MONACO PKWY,DENVER,CO,80224",2026-04-01,"info@crestmoorhrc.com,branding@vivagebeecan.com"
065291,ROCK CREEK REHABILITATION AND HEALTHCARE CENTER,2277 EAST DR,MONTE VISTA,CO,81144,"2277 EAST DR,MONTE VISTA,CO,81144",2026-04-01,admin@rockcreekrhc.com
065296,CAMBRIDGE CARE CENTER,1685 EATON ST,LAKEWOOD,CO,80214,"1685 EATON ST,LAKEWOOD,CO,80214",2026-04-01,phpprcontactus@providence.org
065303,BETH ISRAEL AT SHALOM PARK,14800 E BELLEVIEW DR,AURORA,CO,80015,"14800 E BELLEVIEW DR,AURORA,CO,80015",2026-04-01,info@shalompark.net
065305,LIBERTY HEIGHTS,12205 GUNSTOCK DR,COLORADO SPRINGS,CO,80921,"12205 GUNSTOCK DR,COLORADO SPRINGS,CO,80921",2026-04-01,445libertyheightsmkt@seniorlifestyle.com
065308,WHEATRIDGE CARE CENTER,2920 FENTON ST,WHEAT RIDGE,CO,80214,"2920 FENTON ST,WHEAT RIDGE,CO,80214",2026-04-01,kmooney@vivage.com
065311,UPTOWN CARE CENTER,745 E 18TH AVE,DENVER,CO,80203,"745 E 18TH AVE,DENVER,CO,80203",2026-04-01,uptownnha@uptowncc.health
065318,IRONDALE POST ACUTE,7150 POPLAR ST,COMMERCE CITY,CO,80022,"7150 POPLAR ST,COMMERCE CITY,CO,80022",2026-04-01,contact-irondale@ensignservices.net
065320,LITTLETON CARE AND REHABILITATION CENTER,5822 S LOWELL WAY,LITTLETON,CO,80123,"5822 S LOWELL WAY,LITTLETON,CO,80123",2026-04-01,contact-littleton@ensignservices.net
065321,ARVADA CARE AND REHABILITATION CENTER,6121 W 60TH AVE,ARVADA,CO,80003,"6121 W 60TH AVE,ARVADA,CO,80003",2026-04-01,contact-arvada@ensignservices.net
065322,JULIA TEMPLE HEALTHCARE CENTER,3401 S LAFAYETTE ST,ENGLEWOOD,CO,80113,"3401 S LAFAYETTE ST,ENGLEWOOD,CO,80113",2026-04-01,contact-juliatemple@ensignservices.net
065323,DENVER NORTH CARE CENTER,2201 N DOWNING ST,DENVER,CO,80205,"2201 N DOWNING ST,DENVER,CO,80205",2026-04-01,phpprcontactus@providence.org
065341,CASEY'S POND SENIOR LIVING,2855 OWL HOOT TRL,STEAMBOAT SPRINGS,CO,80487,"2855 OWL HOOT TRL,STEAMBOAT SPRINGS,CO,80487",2026-04-01,"marketing@caseyspond.org,info@clcmail.org"
065359,BENT COUNTY HEALTHCARE CENTER,810 3RD ST,LAS ANIMAS,CO,81054,"810 3RD ST,LAS ANIMAS,CO,81054",2026-04-01,"bchcc@rural-com.com,info@vwhs.org"
065366,PINE RIDGE REHABILITATION AND HEALTHCARE CENTER,119 BASTILLE DR,PAGOSA SPRINGS,CO,81147,"119 BASTILLE DR,PAGOSA SPRINGS,CO,81147",2026-04-01,"admin@pineridgerhc.com,pagosadailypost@gmail.com"
065376,BROOKDALE GREENWOOD VILLAGE,6450 S BOSTON ST,GREENWOOD VILLAGE,CO,80111,"6450 S BOSTON ST,GREENWOOD VILLAGE,CO,80111",2026-04-01,slove@brookdale.com
065378,RIVERDALE POST ACUTE,2311 E BRIDGE ST,BRIGHTON,CO,80601,"2311 E BRIDGE ST,BRIGHTON,CO,80601",2026-04-01,cynthia.mendez@riverdalepa.com
065380,VETERANS COMMUNITY LIVING CENTER AT FITZSIMONS,1919 QUENTIN ST,AURORA,CO,80045,"1919 QUENTIN ST,AURORA,CO,80045",2026-04-01,raenell.simmons@state.co.us
065388,"SPRINGS AT ST ANDREWS VILLAGE, THE",2670 S ABILENE ST,AURORA,CO,80014,"2670 S ABILENE ST,AURORA,CO,80014",2026-04-01,meg@soignenashville.com
065393,ADVANCED HEALTH CARE OF AURORA,1800 S POTOMAC ST,AURORA,CO,80012,"1800 S POTOMAC ST,AURORA,CO,80012",2026-04-01,"last@ahcfacilities.com,doe@ahcfacilities.com,janed@ahcfacilities.com,jdoe@ahcfacilities.com"
065399,RIO GRANDE REHABILITATION AND HEALTHCARE CENTER,39 CALLE MILLER,LA JARA,CO,81140,"39 CALLE MILLER,LA JARA,CO,81140",2026-04-01,admin@riogranderhc.com
065402,NEURORESTORATIVE COLORADO,5945 S WRIGHT ST,LITTLETON,CO,80127,"5945 S WRIGHT ST,LITTLETON,CO,80127",2026-04-01,meg@soignenashville.com
065404,SLOAN'S LAKE REHABILITATION CENTER,1601 LOWELL BLVD,DENVER,CO,80204,"1601 LOWELL BLVD,DENVER,CO,80204",2026-04-01,"contact-sloanslake@ensignservices.net,meg@soignenashville.com"
065405,PARKER POST ACUTE,9398 CROWN CREST BLVD,PARKER,CO,80138,"9398 CROWN CREST BLVD,PARKER,CO,80138",2026-04-01,contact-parker@ensignservices.net
065430,AVIVA AT FITZSIMONS,13525 E 23RD AVE,AURORA,CO,80045,"13525 E 23RD AVE,AURORA,CO,80045",2026-04-01,meg@soignenashville.com
06A185,SOUTHEAST COLORADO HOSPITAL LTC,373 E 10TH AVE,SPRINGFIELD,CO,81073,"373 E 10TH AVE,SPRINGFIELD,CO,81073",2026-04-01,consumerfeedback@aplaceformom.com
06A190,SPANISH PEAKS VETERANS COMMUNITY LIVING CENTER,23500 US HIGHWAY 160,WALSENBURG,CO,81089,"23500 US HIGHWAY 160,WALSENBURG,CO,81089",2026-04-01,"tclift@sprhc.org,ltenorio@sprhc.org"
075017,MONTOWESE CENTER FOR HEALTH & REHABILITATION,163 QUINNIPIAC AVENUE,NORTH HAVEN,CT,6473,"163 QUINNIPIAC AVENUE,NORTH HAVEN,CT,06473",2026-04-01,montowese-info2@nathealthcare.com
075031,AUTUMN LAKE HEALTHCARE AT GLEN HILL,1 GLEN HILL RD,DANBURY,CT,6811,"1 GLEN HILL RD,DANBURY,CT,06811",2026-04-01,jahammond@autumnhc.net
075047,"HEWITT HEALTH & REHABILITATION CENTER, INC",45 MALTBY STREET,SHELTON,CT,6484,"45 MALTBY STREET,SHELTON,CT,06484",2026-04-01,consumerfeedback@aplaceformom.com
075057,SKYVIEW REHAB AND NURSING,35 MARC DRIVE,WALLINGFORD,CT,6492,"35 MARC DRIVE,WALLINGFORD,CT,06492",2026-04-01,skyviewrehabandnursing@gmail.com
075060,CIVITA CARE CENTER AT SALMON BROOK,72 SALMON BROOK DRIVE,GLASTONBURY,CT,6033,"72 SALMON BROOK DRIVE,GLASTONBURY,CT,06033",2026-04-01,salmonbrookrehab@gmail.com
075064,MILFORD HEALTH AND REHABILITATION CENTER,195 PLATT STREET,MILFORD,CT,6460,"195 PLATT STREET,MILFORD,CT,06460",2026-04-01,milford-info@nathealthcare.com
075070,APPLE REHAB SAYBROOK,1775 BOSTON POST RD,OLD SAYBROOK,CT,6475,"1775 BOSTON POST RD,OLD SAYBROOK,CT,06475",2026-04-01,meg@soignenashville.com
075078,WESTVIEW HEALTH CARE CENTER,150 WARE RD,DAYVILLE,CT,6241,"150 WARE RD,DAYVILLE,CT,06241",2026-04-01,contact@westviewhcc.com
075084,VILLA MARIA NURSING AND REHABILITATION COMMUNITY,20 BABCOCK AVENUE,PLAINFIELD,CT,6374,"20 BABCOCK AVENUE,PLAINFIELD,CT,06374",2026-04-01,amanning@cahcf.org
075085,SAINT MARY HOME,2021 ALBANY AVE,WEST HARTFORD,CT,6117,"2021 ALBANY AVE,WEST HARTFORD,CT,06117",2026-04-01,info@mchct.org
075109,Hebrew Center For Health And Rehabilitation,1 ABRAHAMS BLVD,WEST HARTFORD,CT,6117,"1 ABRAHAMS BLVD,WEST HARTFORD,CT,06117",2026-04-01,hebrew-info@nathealthcare.com
075117,"NATHANIEL WITHERELL, THE",70 PARSONAGE RD,GREENWICH,CT,6830,"70 PARSONAGE RD,GREENWICH,CT,06830",2026-04-01,admissions@witherell.org
075138,BLOOMFIELD CENTER FOR NURSING & REHABILITATION,355 PARK AVENUE,BLOOMFIELD,CT,6002,"355 PARK AVENUE,BLOOMFIELD,CT,06002",2026-04-01,"info@bloomfieldhealthcare.com,bloomfield-info@nathealthcare.com,info@corpshopping.com,myrewards@nhca.com"
075181,APPLE REHAB WATERTOWN,35 BUNKER HILL RD,WATERTOWN,CT,6795,"35 BUNKER HILL RD,WATERTOWN,CT,06795",2026-04-01,contact@apple-rehab.com
075183,COMPLETE CARE AT FOX HILL,1253 HARTFORD TPKE,VERNON,CT,6066,"1253 HARTFORD TPKE,VERNON,CT,06066",2026-04-01,"amanning@cahcf.org,phpprcontactus@providence.org"
075192,COMPLETE CARE AT MERIDEN,845 PADDOCK AVE,MERIDEN,CT,6450,"845 PADDOCK AVE,MERIDEN,CT,06450",2026-04-01,meg@soignenashville.com
075195,PARKWAY PAVILION HEALTH AND REHABILITATION CENTER,1157 ENFIELD STREET,ENFIELD,CT,6082,"1157 ENFIELD STREET,ENFIELD,CT,06082",2026-04-01,amanning@cahcf.org
075198,VILLAGE GREEN REHABILITATION AND HEALTHCARE CENTER,23 FAIR STREET,BRISTOL,CT,6010,"23 FAIR STREET,BRISTOL,CT,06010",2026-04-01,info@villagerhc.com
075200,Southport Center For Nursing & Rehabilitation Llc,930 MILL HILL TERRACE,SOUTHPORT,CT,6890,"930 MILL HILL TERRACE,SOUTHPORT,CT,06890",2026-04-01,meg@soignenashville.com
075201,WEST HAVEN CENTER FOR NURSING & REHABILITATION,310 TERRACE AVE,WEST HAVEN,CT,6516,"310 TERRACE AVE,WEST HAVEN,CT,06516",2026-04-01,"amanning@cahcf.org,meg@soignenashville.com"
075202,GEER NURSING AND REHABILITATION,99 SOUTH CANAAN RD,CANAAN,CT,6018,"99 SOUTH CANAAN RD,CANAAN,CT,06018",2026-04-01,info@geercares.org
075208,VILLAGE CREST CENTER FOR HEALTH & REHABILITATION,19 POPLAR STREET,NEW MILFORD,CT,6776,"19 POPLAR STREET,NEW MILFORD,CT,06776",2026-04-01,"amanning@cahcf.org,consumerfeedback@aplaceformom.com"
075216,MCLEAN HEALTH CENTER,75 GREAT POND RD,SIMSBURY,CT,6070,"75 GREAT POND RD,SIMSBURY,CT,06070",2026-04-01,margaret.clark@mcleancare.org
075219,Waterbury Center For Nursing & Rehabilitation Llc,177 WHITEWOOD ROAD,WATERBURY,CT,6708,"177 WHITEWOOD ROAD,WATERBURY,CT,06708",2026-04-01,meg@soignenashville.com
075222,CIVITA CARE CENTER AT CHESHIRE,745 HIGHLAND AVENUE,CHESHIRE,CT,6410,"745 HIGHLAND AVENUE,CHESHIRE,CT,06410",2026-04-01,info@civitacheshire.com
075228,ARDEN CARE CENTER,850 MIX AVE,HAMDEN,CT,6514,"850 MIX AVE,HAMDEN,CT,06514",2026-04-01,"amanning@cahcf.org,tcruta@highbridgehc.com"
075230,LEDGECREST HEALTH CARE CENTER,154 KENSINGTON RD,KENSINGTON,CT,6037,"154 KENSINGTON RD,KENSINGTON,CT,06037",2026-04-01,"amanning@cahcf.org,member.services@yale.edu"
075235,"GUILFORD HOUSE, THE",109 WEST LAKE AVENUE,GUILFORD,CT,6437,"109 WEST LAKE AVENUE,GUILFORD,CT,06437",2026-04-01,hr@theguilfordhouse.com
075236,NOBLE HORIZONS,17 COBBLE RD,SALISBURY,CT,6068,"17 COBBLE RD,SALISBURY,CT,06068",2026-04-01,dbailey@churchhomes.org
075238,MAPLE VIEW HEALTH & REHABILITATION CENTER,856 MAPLE ST,ROCKY HILL,CT,6067,"856 MAPLE ST,ROCKY HILL,CT,06067",2026-04-01,maple-info@nathealthcare.com
075246,WHITNEY REHABILITATION CARE CENTER,2798 WHITNEY AVENUE,HAMDEN,CT,6518,"2798 WHITNEY AVENUE,HAMDEN,CT,06518",2026-04-01,info@whitneyrehab.com
075252,WESTSIDE CARE CENTER,349 BIDWELL STREET,MANCHESTER,CT,6040,"349 BIDWELL STREET,MANCHESTER,CT,06040",2026-04-01,s.ellison@westsidecarectr.com
075258,DOUGLAS MANOR,103 NORTH ROAD,WINDHAM,CT,6280,"103 NORTH ROAD,WINDHAM,CT,06280",2026-04-01,evan@marketingseal.com
075264,TOUCHPOINTS AT BLOOMFIELD,140 PARK AVE,BLOOMFIELD,CT,6002,"140 PARK AVE,BLOOMFIELD,CT,06002",2026-04-01,meg@soignenashville.com
075265,"ELIM PARK BAPTIST HOME, INC",140 COOK HILL RD,CHESHIRE,CT,6410,"140 COOK HILL RD,CHESHIRE,CT,06410",2026-04-01,consumerfeedback@aplaceformom.com
075270,COMPLETE CARE AT GROTON REGENCY,1145 POQUONNOCK RD,GROTON,CT,6340,"1145 POQUONNOCK RD,GROTON,CT,06340",2026-04-01,amanning@cahcf.org
075275,GRIMES CENTER,1354 CHAPEL ST,NEW HAVEN,CT,6511,"1354 CHAPEL ST,NEW HAVEN,CT,06511",2026-04-01,phpprcontactus@providence.org
075279,COMPLETE CARE AT KIMBERLY HALL NORTH,1 EMERSON DR,WINDSOR,CT,6095,"1 EMERSON DR,WINDSOR,CT,06095",2026-04-01,amanning@cahcf.org
075288,FAIRVIEW,235 LESTERTOWN RD,GROTON,CT,6340,"235 LESTERTOWN RD,GROTON,CT,06340",2026-04-01,"info@vistapointatfairview.org,infobusiness@groton-ct.gov,info@fairviewct.org"
075290,WHITNEY CENTER,200 LEEDER HILL DR,HAMDEN,CT,6517,"200 LEEDER HILL DR,HAMDEN,CT,06517",2026-04-01,"info@whitneycenter.com,sandbergk@whitneycenter.com"
075292,AUTUMN LAKE HEALTHCARE AT NEW BRITAIN,400 BRITTANY FARMS RD,NEW BRITAIN,CT,6053,"400 BRITTANY FARMS RD,NEW BRITAIN,CT,06053",2026-04-01,phpprcontactus@providence.org
075293,JEFFERSON HOUSE,1 JOHN H STEWART DR,NEWINGTON,CT,6111,"1 JOHN H STEWART DR,NEWINGTON,CT,06111",2026-04-01,info@hhchealth.org
075294,WHISPERING PINES REHABILITATION AND NURSING CENTER,38 TALMADGE AVENUE,EAST HAVEN,CT,6512,"38 TALMADGE AVENUE,EAST HAVEN,CT,06512",2026-04-01,amanning@cahcf.org
075307,CHESTELM HEALTH AND REHABILITATION CENTER,534 TOWN ST,MOODUS,CT,6469,"534 TOWN ST,MOODUS,CT,06469",2026-04-01,amanning@cahcf.org
075309,GREENWICH WOODS REHABILITATION,1165 KING STREET,GREENWICH,CT,6831,"1165 KING STREET,GREENWICH,CT,06831",2026-04-01,dkarvoski@greenwichwoods.com
075310,"COLONIAL HEALTH & REHAB CENTER OF PLAINFIELD, LLC",16 WINDSOR AVE,PLAINFIELD,CT,6374,"16 WINDSOR AVE,PLAINFIELD,CT,06374",2026-04-01,"info@qualityhomemakers.com,info@colonialhr.com,uppercutsbarbershop7@gmail.com,whistlersbarbershop@gmail.com,lashedbybeccaxx@gmail.com,plainfieldbusinessassociation@gmail.com,draftypinesfarm@sbcglobal.net,info@ekonkhillturkeyfarm.com,bmbmotorworks@yahoo.com,jmperformancerepair@gmail.com,millermotorsports@att.net,dupointecustoms@yahoo.com,admin@hiwaycampers.com,info@jcsbank.com,marketing@coreplus.org,ctdanceworks@hotmail.com,mariescenterllc@gmail.com,info@topgamemartialarts.com,jane.d@colonialhr.com"
075312,WADSWORTH GLEN HEALTH CARE AND REHABILITATION CENT,30 BOSTON RD,MIDDLETOWN,CT,6457,"30 BOSTON RD,MIDDLETOWN,CT,06457",2026-04-01,info@wadsworthglenhcc.com
075313,GLADEVIEW HEALTH CARE CENTER,60 BOSTON POST RD,OLD SAYBROOK,CT,6475,"60 BOSTON POST RD,OLD SAYBROOK,CT,06475",2026-04-01,amanning@cahcf.org
075314,TOUCHPOINTS AT MANCHESTER,333 BIDWELL ST,MANCHESTER,CT,6040,"333 BIDWELL ST,MANCHESTER,CT,06040",2026-04-01,meg@soignenashville.com
075317,WILTON MEADOWS HEALTH CARE CENTER,"439 DANBURY RD, ROUTE 7",WILTON,CT,6897,"439 DANBURY RD, ROUTE 7,WILTON,CT,06897",2026-04-01,"sourivanhm@wiltonmeadows.com,info@wiltonmeadowshealthcare.com"
075319,HAVENCARE AT LITCHFIELD WOODS,255 ROBERTS ST,TORRINGTON,CT,6790,"255 ROBERTS ST,TORRINGTON,CT,06790",2026-04-01,info@litchfieldwoodshcc.com
075322,ESSEX MEADOWS HEALTH CENTER,30 BOKUM RD,ESSEX,CT,6426,"30 BOKUM RD,ESSEX,CT,06426",2026-04-01,phpprcontactus@providence.org
075323,CAMBRIDGE HEALTH AND REHABILITATION CENTER,2428 EASTON TNPK,FAIRFIELD,CT,6825,"2428 EASTON TNPK,FAIRFIELD,CT,06825",2026-04-01,"cambridge-info@nathealthcare.com,amanning@cahcf.org"
075324,BAYVIEW HEALTH CARE,301 ROPE FERRY RD,WATERFORD,CT,6385,"301 ROPE FERRY RD,WATERFORD,CT,06385",2026-04-01,info@bayviewhcc.com
075330,LUDLOWE CENTER FOR HEALTH & REHABILITATION,118 JEFFERSON STREET,FAIRFIELD,CT,6825,"118 JEFFERSON STREET,FAIRFIELD,CT,06825",2026-04-01,amanning@cahcf.org
075331,AUTUMN LAKE HEALTHCARE AT THE WILLOWS,225 AMITY RD,WOODBRIDGE,CT,6525,"225 AMITY RD,WOODBRIDGE,CT,06525",2026-04-01,amanning@cahcf.org
075332,HAVENCARE AT VALERIE MANOR,1360 TORRINGFORD ST,TORRINGTON,CT,6790,"1360 TORRINGFORD ST,TORRINGTON,CT,06790",2026-04-01,info@valeriemanorhcc.com
075333,MANCHESTER REHABILITATION AND  HEALTHCARE CENTER,385 W CENTER ST,MANCHESTER,CT,6040,"385 W CENTER ST,MANCHESTER,CT,06040",2026-04-01,info@manchesterrhc.com
075334,VERNON REHABILITATION AND HEALTHCARE CENTER,180 REGAN ROAD,VERNON,CT,6066,"180 REGAN ROAD,VERNON,CT,06066",2026-04-01,info@vernonrhc.com
075336,SOUTHINGTON CARE CENTER,45 MERIDEN AVE,SOUTHINGTON,CT,6489,"45 MERIDEN AVE,SOUTHINGTON,CT,06489",2026-04-01,info@hhchealth.org
075341,PENDLETON REHABILITATION AND NURSING CENTER,44 MARITIME DRIVE,MYSTIC,CT,6355,"44 MARITIME DRIVE,MYSTIC,CT,06355",2026-04-01,info@pendletonrhc.com
075353,MOZAIC SENIOR LIFE,4200 PARK AVENUE,BRIDGEPORT,CT,6604,"4200 PARK AVENUE,BRIDGEPORT,CT,06604",2026-04-01,"mpruzinsky@mozaicsl.org,assistedliving@mozaicsl.org,adultday@mozaicsl.org,admissions@mozaicsl.org"
075356,NOTRE DAME HEALTH AND REHABILITATION CENTER,76 WEST ROCKS ROAD,NORWALK,CT,6851,"76 WEST ROCKS ROAD,NORWALK,CT,06851",2026-04-01,"amanning@cahcf.org,ndch_sstv@sbcglobal.net"
075358,BICKFORD HEALTH CARE CENTER,14 MAIN STREET,WINDSOR LOCKS,CT,6096,"14 MAIN STREET,WINDSOR LOCKS,CT,06096",2026-04-01,adbickford@bickfordhcc.com
075359,FRESH RIVER HEALTHCARE,96 PROSPECT HILL RD,EAST WINDSOR,CT,6088,"96 PROSPECT HILL RD,EAST WINDSOR,CT,06088",2026-04-01,"phpprcontactus@providence.org,john.doe@company.com"
075362,EVERGREEN WOODS,88 NOTCH HILL ROAD,NORTH BRANFORD,CT,6471,"88 NOTCH HILL ROAD,NORTH BRANFORD,CT,06471",2026-04-01,"webrequest@evergreen-woods.com,lauriehigginson@comcast.net"
075381,Water's Edge Center For Health & Rehab,111 CHURCH STREET,MIDDLETOWN,CT,6457,"111 CHURCH STREET,MIDDLETOWN,CT,06457",2026-04-01,consumerfeedback@aplaceformom.com
075382,WOODLAKE AT TOLLAND,26 SHENIPSIT LAKE ROAD,TOLLAND,CT,6084,"26 SHENIPSIT LAKE ROAD,TOLLAND,CT,06084",2026-04-01,"info@watrehab.com,info@echn.org,first@watrehab.com,jane@watrehab.com"
075383,SEABURY,200 SEABURY DRIVE,BLOOMFIELD,CT,6002,"200 SEABURY DRIVE,BLOOMFIELD,CT,06002",2026-04-01,lisaduncan@seaburylife.org
075384,MARLBOROUGH HEALTH & REHABILITATION CENTER,85 STAGE HARBOR ROAD,MARLBOROUGH,CT,6447,"85 STAGE HARBOR ROAD,MARLBOROUGH,CT,06447",2026-04-01,marlborough-info@nathealthcare.com
075386,SHADY KNOLL CENTER FOR HEALTH & REHABILITATION,41 SKOKORAT STREET,SEYMOUR,CT,6483,"41 SKOKORAT STREET,SEYMOUR,CT,06483",2026-04-01,ndymnicki@nathealthcare.com
075387,AUTUMN LAKE HEALTHCARE AT NORWALK,34 MIDROCKS DRIVE,NORWALK,CT,6851,"34 MIDROCKS DRIVE,NORWALK,CT,06851",2026-04-01,bkarkut@autumnhc.net
075390,BEACON BROOK CENTER FOR HEALTH & REHABILITATION,89 WEID DRIVE,NAUGATUCK,CT,6770,"89 WEID DRIVE,NAUGATUCK,CT,06770",2026-04-01,beaconbrook-info@nathealthcare.com
075393,BEL-AIR MANOR NURSING & REHABILITATION CENTER,256 NEW BRITAIN AVENUE,NEWINGTON,CT,6111,"256 NEW BRITAIN AVENUE,NEWINGTON,CT,06111",2026-04-01,"amanning@cahcf.org,evan@marketingseal.com"
075394,CIVITA CARE CENTER AT LONG RIDGE,710 LONG RIDGE ROAD,STAMFORD,CT,6902,"710 LONG RIDGE ROAD,STAMFORD,CT,06902",2026-04-01,info@civitalongridge.com
075395,LAUREL RIDGE CENTER FOR HEALTH & REHABILITATION,642 DANBURY ROAD,RIDGEFIELD,CT,6877,"642 DANBURY ROAD,RIDGEFIELD,CT,06877",2026-04-01,laurel-info@nathealthcare.com
075396,CHERRY BROOK HEALTH CARE CENTER,102 DYER AVENUE,CANTON,CT,6019,"102 DYER AVENUE,CANTON,CT,06019",2026-04-01,"info@cherrybrookhcc.com,admissions@cherrybrookhcc.org,admissions@cherrybrookhcc.com"
075400,BETHEL HEALTH CARE CENTER,13 PARK LAWN DRIVE,BETHEL,CT,6801,"13 PARK LAWN DRIVE,BETHEL,CT,06801",2026-04-01,bethel-info@nathealthcare.com
075405,AUTUMN LAKE HEALTHCARE AT MADISON,34 WILDWOOD AVENUE,MADISON,CT,6443,"34 WILDWOOD AVENUE,MADISON,CT,06443",2026-04-01,amanning@cahcf.org
075407,AUTUMN LAKE HEALTHCARE AT WEST HARTFORD,1 EMILY WAY,WEST HARTFORD,CT,6107,"1 EMILY WAY,WEST HARTFORD,CT,06107",2026-04-01,amanning@cahcf.org
075408,"Leeway, Inc",40 ALBERT STREET,NEW HAVEN,CT,6511,"40 ALBERT STREET,NEW HAVEN,CT,06511",2026-04-01,info@leeway.net
075410,AARON MANOR NURSING & REHABILITATION,3 SOUTH WIG HILL RD,CHESTER,CT,6412,"3 SOUTH WIG HILL RD,CHESTER,CT,06412",2026-04-01,evan@marketingseal.com
075412,LORD CHAMBERLAIN MANOR,7003 MAIN STREET,STRATFORD,CT,6614,"7003 MAIN STREET,STRATFORD,CT,06614",2026-04-01,phpprcontactus@providence.org
075414,HAVENCARE AT HANCOCK HALL,31 STAPLES ST,DANBURY,CT,6810,"31 STAPLES ST,DANBURY,CT,06810",2026-04-01,amanning@cahcf.org
075419,AMBERWOODS OF FARMINGTON,416 COLT HIGHWAY,FARMINGTON,CT,6032,"416 COLT HIGHWAY,FARMINGTON,CT,06032",2026-04-01,"info@amberwoodsof.com,info@amberwoodsoffarmington.com,phpprcontactus@providence.org"
075420,SUMMIT AT PLANTSVILLE CENTER FOR HEALTH & REHABILI,261 SUMMIT STREET,PLANTSVILLE,CT,6479,"261 SUMMIT STREET,PLANTSVILLE,CT,06479",2026-04-01,"summit-info@nathealthcare.com,compliance@nathealthcare.com"
075423,DAVIS PLACE,111 WESTCOTT RD,DANIELSON,CT,6239,"111 WESTCOTT RD,DANIELSON,CT,06239",2026-04-01,kbargnesi@davisplacehcc.com
075425,VANDERMAN PLACE,595 VALLEY STREET,WILLIMANTIC,CT,6226,"595 VALLEY STREET,WILLIMANTIC,CT,06226",2026-04-01,"info@vandermanplace.com,rgonzalez@vandermanplacehcc.com"
075437,AVALON HEALTH CARE CENTER AT STONERIDGE,186 JERRY BROWNE ROAD,MYSTIC,CT,6355,"186 JERRY BROWNE ROAD,MYSTIC,CT,06355",2026-04-01,amanning@cahcf.org
